SS;Stage name;Nationality;User name;Real name;Group;Car name;time1;time2;time3;Finish realtime;Penalty;Service penalty;Super rally;Progress;Comment
2;Sarvana II;EE;ninko;Silver J&#245ffert;Group 4;Porsche 911 SC 3.0 Grp4;78.5849;175.799;244.386;2022-10-09 13:45:20;;;;F;im doing a thing
2;Sarvana II;GB;PETTET Jordan;Shakey Deal;Group 4;Lancia Stratos HF Grp4;76.8142;172.66;245.189;2022-10-03 19:25:55;;;;F;quite ok
2;Sarvana II;ES;TASIS Edgar;Edgar Tasis Suarez;Group 4;Opel Ascona 400 Grp4;79.5525;175.318;246.217;2022-10-08 23:28:30;;;;F;very bad
2;Sarvana II;SE;Weepy;Jonas Gustafsson;Group 4;Lancia Stratos HF Grp4;78.4959;175.382;246.574;2022-10-04 15:19:11;;;;F;
2;Sarvana II;DE;Kringelwurst;RICHTER Erik;Group 4;Porsche 911 SC 3.0 Grp4;76.7839;175.863;249.244;2022-10-07 16:10:03;;;;F;yay
2;Sarvana II;HU;fujiRS;Nagy Sándor;Group 4;Opel Ascona 400 Grp4;81.8075;179.654;252.294;2022-10-03 13:54:52;;;;F;painfully slow, probably my gears are too short too
2;Sarvana II;FI;QazRa;J.A;Group 4;Porsche 911 SC 3.0 Grp4;76.3144;186.107;255.876;2022-10-09 15:26:48;;;;F;That was not a K left.. Went straight, not hits, backed up, time lost
2;Sarvana II;BR;Htchet;HBM;Group 4;Lancia Stratos HF Grp4;79.8499;177.803;257.036;2022-10-04 20:46:55;;;;F;frame droppign
2;Sarvana II;SE;davidgrundstrom;David Grundström;Group 4;Opel Ascona 400 Grp4;85.0598;184.613;257.211;2022-10-05 15:18:54;;;;F;
2;Sarvana II;US;HotdogCowboy;Calvin;Group 4;Porsche 911 SC 3.0 Grp4;78.9564;181.537;257.389;2022-10-09 22:47:47;;;;F;Only driving 90 percent speed
2;Sarvana II;SE;Tommie Lindberg;Tommie Lindberg;Group 4;Opel Ascona 400 Grp4;82.3557;184.519;258.797;2022-10-05 21:34:57;;;;F;
2;Sarvana II;ES;dejota95;Dani J.;Group 4;Opel Ascona 400 Grp4;83.6895;184.814;260.086;2022-10-10 10:10:07;;;;F;
2;Sarvana II;AU;satchmo;Tom Kidman;Group 4;Porsche 911 SC 3.0 Grp4;83.0429;185.936;262.899;2022-10-08 03:01:36;;;;F;
2;Sarvana II;GB;FAHEY Andrew;maximo4_;Group 4;Ford Escort Mk II RS Grp4;82.9856;184.935;263.016;2022-10-08 14:56:05;;;;F;Kept it clean
2;Sarvana II;NO;Roy Magnes;Roy Magnes;Group 4;Ford Escort Mk II RS Grp4;87.0714;188.623;263.395;2022-10-05 19:45:59;;;;F;Never driven this one before, took it careful
2;Sarvana II;IT;Superciuc93;Federico Calgaro;Group 4;Ford Escort Mk II RS Grp4;86.1882;192.032;269.139;2022-10-09 23:27:59;;;;F;
2;Sarvana II;US;meatcreap;Larry Chüper;Group 4;Ford Escort Mk II RS Grp4;93.1659;196.802;273.552;2022-10-10 04:55:03;;;;F;Humbling rally so far
2;Sarvana II;KR;Prodicrux;Sukwon Yi;Group 4;Opel Ascona 400 Grp4;89.5716;196.49;274.862;2022-10-08 03:06:42;;;;F;
2;Sarvana II;SE;Bollis;Tommi;Group 4;Ford Escort Mk II RS Grp4;87.1138;195.852;275.328;2022-10-03 22:10:40;;;;F;
2;Sarvana II;SE;ctbr;Tomas Reinicke;Group 4;Ford Escort Mk II RS Grp4;89.4773;195.99;275.44;2022-10-08 10:21:12;;;;F;
2;Sarvana II;;Erki Erik Poola;;Group 4;Ford Escort Mk II RS Grp4;83.3711;202.432;277.017;2022-10-06 15:47:01;;;;F;
2;Sarvana II;EE;MartinRC;Martin Ritson;Group 4;Ford Escort Mk II RS Grp4;84.4548;202.218;278.96;2022-10-04 20:49:30;;;;F;
2;Sarvana II;AU;Jezza;Jeremy Bramble;Group 4;Opel Ascona 400 Grp4;92.6281;206.873;290.9;2022-10-08 09:21:02;;;;F;just cautiously surviving, someones gotta get points for the team
2;Sarvana II;DE;Maximilian Maksy;Maximilian Werner;Group 4;Opel Ascona 400 Grp4;83.5647;233.726;306.931;2022-10-04 20:09:45;;;;F;
2;Sarvana II;BE;THELC Matt;THELC Matt;Group 4;Porsche 911 SC 3.0 Grp4;558;558;558;2022-10-03 20:11:57;;;1;F;
2;Sarvana II;DE;Thom B;Thomas B;Group 4;Porsche 911 SC 3.0 Grp4;558;558;558;2022-10-07 16:37:19;;;1;F;
2;Sarvana II;EE;thezenorr;Hugo Rüütli;Group 4;Ford Escort Mk II RS Grp4;558;558;558;2022-10-05 16:53:05;;;1;F;tree
3;Mytt��l�;DE;Hawk24;Alexander Merz;Group 4;Ford Escort Mk II RS Grp4;45.2274;101.799;146.073;2022-10-09 22:16:56;;;;F;
3;Mytt��l�;FI;QazRa;J.A;Group 4;Porsche 911 SC 3.0 Grp4;46.9458;104.442;149.691;2022-10-09 15:31:12;;;;F;Bit too cautious
3;Mytt��l�;ES;TASIS Edgar;Edgar Tasis Suarez;Group 4;Opel Ascona 400 Grp4;46.8328;104.407;150.323;2022-10-08 23:32:35;;;;F;
3;Mytt��l�;HU;fujiRS;Nagy Sándor;Group 4;Opel Ascona 400 Grp4;46.9162;105.319;151.485;2022-10-03 13:58:35;;;;F;yeah my gears are way too short, feels like im missing the last one
3;Mytt��l�;SE;Weepy;Jonas Gustafsson;Group 4;Lancia Stratos HF Grp4;46.9244;109.007;154.107;2022-10-04 15:16:28;;;;F;
3;Mytt��l�;US;HotdogCowboy;Calvin;Group 4;Porsche 911 SC 3.0 Grp4;46.705;107.628;154.548;2022-10-09 22:53:40;;;;F;A bit off line at times, but I nailed the hairpin that time
3;Mytt��l�;DE;Kringelwurst;RICHTER Erik;Group 4;Porsche 911 SC 3.0 Grp4;46.8328;107.507;154.703;2022-10-07 16:14:57;;;;F;fuji speedy boi
3;Mytt��l�;EE;ninko;Silver J&#245ffert;Group 4;Porsche 911 SC 3.0 Grp4;47.873;109.749;155.591;2022-10-09 13:49:11;;;;F;hated that, also missed the hairpin
3;Mytt��l�;SE;davidgrundstrom;David Grundström;Group 4;Opel Ascona 400 Grp4;48.0999;108.641;155.769;2022-10-05 15:22:35;;;;F;
3;Mytt��l�;SE;Tommie Lindberg;Tommie Lindberg;Group 4;Opel Ascona 400 Grp4;49.1911;111.052;161.372;2022-10-05 21:38:54;;;;F;
3;Mytt��l�;AU;satchmo;Tom Kidman;Group 4;Porsche 911 SC 3.0 Grp4;50.9022;113.779;163.057;2022-10-08 03:05:51;;;;F;
3;Mytt��l�;IT;Superciuc93;Federico Calgaro;Group 4;Ford Escort Mk II RS Grp4;49.955;113.346;163.096;2022-10-09 23:32:07;;;;F;
3;Mytt��l�;US;meatcreap;Larry Chüper;Group 4;Ford Escort Mk II RS Grp4;50.2535;113.351;164.882;2022-10-10 05:00:06;;;;F;Ditches be trippin me
3;Mytt��l�;BR;Htchet;HBM;Group 4;Lancia Stratos HF Grp4;46.411;107.069;166.471;2022-10-04 20:52:41;;;;F;broke the suspension arm on the rear right, lost all straight line thing
3;Mytt��l�;SE;Bollis;Tommi;Group 4;Ford Escort Mk II RS Grp4;52.5806;117.516;167.783;2022-10-03 22:14:27;;;;F;
3;Mytt��l�;KR;Prodicrux;Sukwon Yi;Group 4;Opel Ascona 400 Grp4;52.9809;117.429;168.475;2022-10-08 03:11:00;;;;F;
3;Mytt��l�;NO;Roy Magnes;Roy Magnes;Group 4;Ford Escort Mk II RS Grp4;63.9243;126.145;173.435;2022-10-05 19:56:10;;;;F;6R over jump turned out to be a 6R, rolled so hard over a fence. Youtube-moment
3;Mytt��l�;AU;Jezza;Jeremy Bramble;Group 4;Opel Ascona 400 Grp4;56.0373;126.844;179.762;2022-10-08 09:26:08;;;;F;tried to go a bit faster on this one and almost died straight away XD
3;Mytt��l�;EE;MartinRC;Martin Ritson;Group 4;Ford Escort Mk II RS Grp4;66.8381;145.766;196.266;2022-10-04 20:54:15;;;;F;HOW AM I ALIVE
3;Mytt��l�;SE;ctbr;Tomas Reinicke;Group 4;Ford Escort Mk II RS Grp4;54.1772;170.316;221.047;2022-10-08 10:25:25;;;;F;
3;Mytt��l�;GB;FAHEY Andrew;maximo4_;Group 4;Ford Escort Mk II RS Grp4;50.9677;115.227;225.342;2022-10-08 15:01:24;;;;F;Had a big spin, got stuck in ditch and didnt cfh straight away
3;Mytt��l�;BE;THELC Matt;THELC Matt;Group 4;Porsche 911 SC 3.0 Grp4;390;390;390;2022-10-03 20:11:57;;;1;F;
3;Mytt��l�;GB;PETTET Jordan;Shakey Deal;Group 4;Lancia Stratos HF Grp4;390;390;390;2022-10-03 19:30:35;;;1;F;jumped one bank, retired on another
3;Mytt��l�;DE;Maximilian Maksy;Maximilian Werner;Group 4;Opel Ascona 400 Grp4;390;390;390;2022-10-04 20:11:54;;;1;F;
3;Mytt��l�;ES;dejota95;Dani J.;Group 4;Opel Ascona 400 Grp4;390;390;390;2022-10-10 10:12:49;;;1;F;
3;Mytt��l�;DE;Thom B;Thomas B;Group 4;Porsche 911 SC 3.0 Grp4;390;390;390;2022-10-07 16:37:19;;;1;F;
3;Mytt��l�;EE;thezenorr;Hugo Rüütli;Group 4;Ford Escort Mk II RS Grp4;390;390;390;2022-10-05 16:53:05;;;1;F;
3;Mytt��l�;;Erki Erik Poola;;Group 4;Ford Escort Mk II RS Grp4;48.8494;;;2022-10-06 15:57:30;;;;;
4;Slovakia Ring 2014;EE;ninko;Silver J&#245ffert;Group 4;Porsche 911 SC 3.0 Grp4;150.707;314.898;421.578;2022-10-09 13:57:14;;;;F;that was fucking awesome
4;Slovakia Ring 2014;FI;QazRa;J.A;Group 4;Porsche 911 SC 3.0 Grp4;156.523;320.409;427.847;2022-10-09 15:39:44;;;;F;
4;Slovakia Ring 2014;ES;TASIS Edgar;Edgar Tasis Suarez;Group 4;Opel Ascona 400 Grp4;156.338;325.405;439.296;2022-10-08 23:41:15;;;;F;very bad spin
4;Slovakia Ring 2014;DE;Kringelwurst;RICHTER Erik;Group 4;Porsche 911 SC 3.0 Grp4;158.436;331.025;440.964;2022-10-07 16:24:01;;;;F;:toot:
4;Slovakia Ring 2014;DE;Hawk24;Alexander Merz;Group 4;Ford Escort Mk II RS Grp4;161.514;336.918;451.144;2022-10-09 22:25:04;;;;F;
4;Slovakia Ring 2014;HU;fujiRS;Nagy Sándor;Group 4;Opel Ascona 400 Grp4;163.246;343.274;456.663;2022-10-03 14:07:31;;;;F;it was okay, survival is the key so wont break records
4;Slovakia Ring 2014;NO;Roy Magnes;Roy Magnes;Group 4;Ford Escort Mk II RS Grp4;164.487;339.263;458.86;2022-10-05 20:06:22;;;;F;Overshot a junction, otherwise a good run. Love this stage and the car :) 
4;Slovakia Ring 2014;SE;davidgrundstrom;David Grundström;Group 4;Opel Ascona 400 Grp4;166.733;344.442;459.211;2022-10-05 15:31:20;;;;F;first time surviving slovakiaring XD
4;Slovakia Ring 2014;BR;Htchet;HBM;Group 4;Lancia Stratos HF Grp4;160.659;343.757;460.298;2022-10-04 21:02:00;;;;F;shouldve pork. Car is falling apart, its fast but not durable
4;Slovakia Ring 2014;SE;Weepy;Jonas Gustafsson;Group 4;Lancia Stratos HF Grp4;169.554;351.477;468.69;2022-10-04 15:25:44;;;;F;
4;Slovakia Ring 2014;US;HotdogCowboy;Calvin;Group 4;Porsche 911 SC 3.0 Grp4;169.019;353.283;474;2022-10-09 23:04:33;;;;F;That stage is twice as long as it should be
4;Slovakia Ring 2014;AU;satchmo;Tom Kidman;Group 4;Porsche 911 SC 3.0 Grp4;177.807;355.387;475.016;2022-10-08 03:15:31;;10;;F;
4;Slovakia Ring 2014;KR;Prodicrux;Sukwon Yi;Group 4;Opel Ascona 400 Grp4;177.647;365.846;488.106;2022-10-08 03:21:46;;;;F;
4;Slovakia Ring 2014;IT;Superciuc93;Federico Calgaro;Group 4;Ford Escort Mk II RS Grp4;179.889;368.953;488.277;2022-10-09 23:41:21;;;;F;
4;Slovakia Ring 2014;EE;MartinRC;Martin Ritson;Group 4;Ford Escort Mk II RS Grp4;181.818;373.053;493.584;2022-10-04 21:03:42;;;;F;i am alive ? 
4;Slovakia Ring 2014;SE;Bollis;Tommi;Group 4;Ford Escort Mk II RS Grp4;197.288;385.5;509.228;2022-10-03 22:23:58;;;;F;
4;Slovakia Ring 2014;AU;Jezza;Jeremy Bramble;Group 4;Opel Ascona 400 Grp4;180.105;378.203;510.656;2022-10-08 09:36:46;;;;F;ok i take it all back, harju was way worse than this one
4;Slovakia Ring 2014;US;meatcreap;Larry Chüper;Group 4;Ford Escort Mk II RS Grp4;179.98;414.752;534.239;2022-10-10 05:11:15;;10;;F;Another amazingly poor job! This stage is NOT my favorite
4;Slovakia Ring 2014;SE;Tommie Lindberg;Tommie Lindberg;Group 4;Opel Ascona 400 Grp4;180.766;383.442;753;2022-10-05 21:48:05;;;1;F;
4;Slovakia Ring 2014;SE;ctbr;Tomas Reinicke;Group 4;Ford Escort Mk II RS Grp4;753;753;753;2022-10-08 10:39:27;;;1;F;
4;Slovakia Ring 2014;BE;THELC Matt;THELC Matt;Group 4;Porsche 911 SC 3.0 Grp4;753;753;753;2022-10-03 20:11:57;;;1;F;
4;Slovakia Ring 2014;GB;FAHEY Andrew;maximo4_;Group 4;Ford Escort Mk II RS Grp4;167.684;753;753;2022-10-08 15:10:12;;;1;F;Ran out of space for fun
4;Slovakia Ring 2014;GB;PETTET Jordan;Shakey Deal;Group 4;Lancia Stratos HF Grp4;753;753;753;2022-10-03 19:30:35;;;1;F;
4;Slovakia Ring 2014;DE;Maximilian Maksy;Maximilian Werner;Group 4;Opel Ascona 400 Grp4;753;753;753;2022-10-04 20:11:54;;;1;F;
4;Slovakia Ring 2014;ES;dejota95;Dani J.;Group 4;Opel Ascona 400 Grp4;753;753;753;2022-10-10 10:12:49;;;1;F;
4;Slovakia Ring 2014;DE;Thom B;Thomas B;Group 4;Porsche 911 SC 3.0 Grp4;753;753;753;2022-10-07 16:37:19;;;1;F;
4;Slovakia Ring 2014;EE;thezenorr;Hugo Rüütli;Group 4;Ford Escort Mk II RS Grp4;753;753;753;2022-10-05 16:53:05;;;1;F;
5;Haguenau 2012;EE;ninko;Silver J&#245ffert;Group 4;Porsche 911 SC 3.0 Grp4;93.2349;178.678;264.77;2022-10-09 14:02:33;;;;F;YEAH AWESOME
5;Haguenau 2012;FI;QazRa;J.A;Group 4;Porsche 911 SC 3.0 Grp4;101.06;186.95;274.991;2022-10-09 15:46:12;;;;F;Stupid spin, and in general bad driving
5;Haguenau 2012;DE;Hawk24;Alexander Merz;Group 4;Ford Escort Mk II RS Grp4;98.1387;191.138;283.907;2022-10-09 22:47:23;;;;F;
5;Haguenau 2012;BR;Htchet;HBM;Group 4;Lancia Stratos HF Grp4;98.0052;192.287;285.952;2022-10-04 21:09:51;;;;F;
5;Haguenau 2012;US;HotdogCowboy;Calvin;Group 4;Porsche 911 SC 3.0 Grp4;98.5369;193.04;287.497;2022-10-10 03:49:01;;;;F;No serious mistakes, but not maximizing speed today
5;Haguenau 2012;SE;davidgrundstrom;David Grundström;Group 4;Opel Ascona 400 Grp4;100.431;192.495;289.754;2022-10-05 15:42:54;;;;F;
5;Haguenau 2012;DE;Kringelwurst;RICHTER Erik;Group 4;Porsche 911 SC 3.0 Grp4;99.7053;194.31;291.119;2022-10-07 16:31:05;;;;F;that was awful
5;Haguenau 2012;NO;Roy Magnes;Roy Magnes;Group 4;Ford Escort Mk II RS Grp4;100.427;195.417;293.421;2022-10-05 20:18:12;;;;F;Clipped a barrier with the rear and spun 180...
5;Haguenau 2012;SE;Weepy;Jonas Gustafsson;Group 4;Lancia Stratos HF Grp4;101.507;195.683;293.827;2022-10-05 08:00:29;;;;F;
5;Haguenau 2012;AU;satchmo;Tom Kidman;Group 4;Porsche 911 SC 3.0 Grp4;107.61;200.454;294.107;2022-10-08 04:21:03;;;;F;
5;Haguenau 2012;GB;FAHEY Andrew;maximo4_;Group 4;Ford Escort Mk II RS Grp4;104.22;200.348;296.947;2022-10-08 15:15:55;;;;F;Had a great time here
5;Haguenau 2012;IT;Superciuc93;Federico Calgaro;Group 4;Ford Escort Mk II RS Grp4;105.588;201.649;298.741;2022-10-09 23:48:02;;;;F;
5;Haguenau 2012;US;meatcreap;Larry Chüper;Group 4;Ford Escort Mk II RS Grp4;103.601;200.609;300.408;2022-10-10 05:50:19;;;;F;These circuits are killing me
5;Haguenau 2012;KR;Prodicrux;Sukwon Yi;Group 4;Opel Ascona 400 Grp4;105.78;203.502;300.76;2022-10-08 03:54:41;;;;F;
5;Haguenau 2012;AU;Jezza;Jeremy Bramble;Group 4;Opel Ascona 400 Grp4;109.277;210.896;314.411;2022-10-08 10:03:15;;;;F;i dont know why but i llike this cursed stage
5;Haguenau 2012;SE;Bollis;Tommi;Group 4;Ford Escort Mk II RS Grp4;122.244;247.473;348.583;2022-10-04 19:13:50;;;;F;
5;Haguenau 2012;EE;MartinRC;Martin Ritson;Group 4;Ford Escort Mk II RS Grp4;150.122;299.45;408.508;2022-10-04 21:11:56;;;;F;
5;Haguenau 2012;ES;dejota95;Dani J.;Group 4;Opel Ascona 400 Grp4;143.927;281.373;422.573;2022-10-10 10:19:20;;;;F;
5;Haguenau 2012;SE;Tommie Lindberg;Tommie Lindberg;Group 4;Opel Ascona 400 Grp4;101.575;435;435;2022-10-05 21:52:07;;;1;F;
5;Haguenau 2012;BE;THELC Matt;THELC Matt;Group 4;Porsche 911 SC 3.0 Grp4;435;435;435;2022-10-09 17:56:39;;;1;F;nobody saw that
5;Haguenau 2012;GB;PETTET Jordan;Shakey Deal;Group 4;Lancia Stratos HF Grp4;435;435;435;2022-10-03 19:33:11;;;1;F;no chance
5;Haguenau 2012;ES;TASIS Edgar;Edgar Tasis Suarez;Group 4;Opel Ascona 400 Grp4;435;435;435;2022-10-08 23:43:36;;;1;F;
5;Haguenau 2012;DE;Maximilian Maksy;Maximilian Werner;Group 4;Opel Ascona 400 Grp4;435;435;435;2022-10-04 20:12:21;;;1;F;
5;Haguenau 2012;HU;fujiRS;Nagy Sándor;Group 4;Opel Ascona 400 Grp4;102.171;196.428;435;2022-10-03 16:27:10;;;1;F;nice, car has no brakes on gravel setup
5;Haguenau 2012;SE;ctbr;Tomas Reinicke;Group 4;Ford Escort Mk II RS Grp4;241.914;341.018;496.239;2022-10-08 10:47:22;;;;F;
5;Haguenau 2012;EE;thezenorr;Hugo Rüütli;Group 4;Ford Escort Mk II RS Grp4;178.963;372.821;579.144;2022-10-05 17:02:09;;;;F;i see why this is called what it is now
6;Mattila;FI;QazRa;J.A;Group 4;Porsche 911 SC 3.0 Grp4;130.686;255.51;398.629;2022-10-09 15:54:38;;;;F;Waaaaay too careful there
6;Mattila;DE;Hawk24;Alexander Merz;Group 4;Ford Escort Mk II RS Grp4;133.306;261.523;399.489;2022-10-09 22:55:07;;;;F;
6;Mattila;EE;ninko;Silver J&#245ffert;Group 4;Porsche 911 SC 3.0 Grp4;130.076;258.997;402.892;2022-10-09 14:11:52;;;;F;IIIIIIIIMMM STILL STANDING
6;Mattila;AU;satchmo;Tom Kidman;Group 4;Porsche 911 SC 3.0 Grp4;133.073;265.978;416.954;2022-10-08 04:30:02;;;;F;
6;Mattila;DE;Kringelwurst;RICHTER Erik;Group 4;Porsche 911 SC 3.0 Grp4;134.726;269.424;425.668;2022-10-07 16:40:26;;;;F;
6;Mattila;SE;Weepy;Jonas Gustafsson;Group 4;Lancia Stratos HF Grp4;136.657;275.907;431.88;2022-10-05 08:09:02;;;;F;
6;Mattila;IT;Superciuc93;Federico Calgaro;Group 4;Ford Escort Mk II RS Grp4;138.985;278.195;437.279;2022-10-09 23:57:00;;;;F;
6;Mattila;NO;Roy Magnes;Roy Magnes;Group 4;Ford Escort Mk II RS Grp4;141.566;281.284;438.025;2022-10-05 20:28:11;;;;F;Took it carefully in here. Sometimes zoning out of the pacenotes.
6;Mattila;KR;Prodicrux;Sukwon Yi;Group 4;Opel Ascona 400 Grp4;138.692;281.48;440.952;2022-10-08 04:03:13;;;;F;
6;Mattila;GB;FAHEY Andrew;maximo4_;Group 4;Ford Escort Mk II RS Grp4;138.828;277.707;442.687;2022-10-08 15:25:47;;;;F;Wow, why did tarmac set work so well here?
6;Mattila;US;HotdogCowboy;Calvin;Group 4;Porsche 911 SC 3.0 Grp4;131.835;265.835;446.85;2022-10-10 04:00:19;;;;F;Really stupid oversteer moment. had no warning
6;Mattila;BR;Htchet;HBM;Group 4;Lancia Stratos HF Grp4;147.556;292.926;451.806;2022-10-04 21:21:20;;;;F;3 spins, damper mount damage = random direction wheelspin
6;Mattila;SE;Bollis;Tommi;Group 4;Ford Escort Mk II RS Grp4;148.767;292.911;453.917;2022-10-04 19:22:51;;;;F;
6;Mattila;SE;davidgrundstrom;David Grundström;Group 4;Opel Ascona 400 Grp4;157.995;298.491;455.297;2022-10-05 15:52:37;;;;F;
6;Mattila;AU;Jezza;Jeremy Bramble;Group 4;Opel Ascona 400 Grp4;150.059;306.064;476.905;2022-10-08 10:24:52;;;;F;sucessful considering my goal
6;Mattila;SE;ctbr;Tomas Reinicke;Group 4;Ford Escort Mk II RS Grp4;171.768;314.795;537.949;2022-10-08 10:56:59;;30;;F;
6;Mattila;SE;Tommie Lindberg;Tommie Lindberg;Group 4;Opel Ascona 400 Grp4;1003.5;1003.5;1003.5;2022-10-05 21:52:07;;;1;F;
6;Mattila;BE;THELC Matt;THELC Matt;Group 4;Porsche 911 SC 3.0 Grp4;1003.5;1003.5;1003.5;2022-10-09 17:56:39;;;1;F;
6;Mattila;GB;PETTET Jordan;Shakey Deal;Group 4;Lancia Stratos HF Grp4;1003.5;1003.5;1003.5;2022-10-03 19:33:11;;;1;F;
6;Mattila;ES;TASIS Edgar;Edgar Tasis Suarez;Group 4;Opel Ascona 400 Grp4;1003.5;1003.5;1003.5;2022-10-08 23:43:36;;;1;F;
6;Mattila;DE;Maximilian Maksy;Maximilian Werner;Group 4;Opel Ascona 400 Grp4;1003.5;1003.5;1003.5;2022-10-04 20:12:21;;;1;F;
6;Mattila;EE;MartinRC;Martin Ritson;Group 4;Ford Escort Mk II RS Grp4;1003.5;1003.5;1003.5;2022-10-04 21:16:15;;;1;F;
6;Mattila;ES;dejota95;Dani J.;Group 4;Opel Ascona 400 Grp4;139.112;1003.5;1003.5;2022-10-10 10:24:55;;;1;F;
6;Mattila;EE;thezenorr;Hugo Rüütli;Group 4;Ford Escort Mk II RS Grp4;1003.5;1003.5;1003.5;2022-10-05 17:06:24;;40;1;F;why
